StudentID,StudentName,Descr,Subject,Pat,Mtg Start,Mtg End
7217016,Kelsey Velasquez,DATABASE SYSTEMS,COMPSCI,TH,3:05:00 PM,4:20:00 PM
7217016,Kelsey Velasquez,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
7217016,Kelsey Velasquez,ADV TOPICS IN DEEP LEARNING,ECE,MW,3:05:00 PM,4:20:00 PM
7217016,Kelsey Velasquez,INTRO TO SIGNALS AND SYSTEMS,ECE,TH,11:45:00 AM,2:35:00 PM
c7b4380,Lori Bennett,SOCIOLOGICAL INQUIRY,SOCIOL,TTH,11:45:00 AM,1:00:00 PM
c7b4380,Lori Bennett,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
c7b4380,Lori Bennett,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
c7b4380,Lori Bennett,INTERMEDIATE MECHANICS,PHYSICS,W,1:30:00 PM,3:30:00 PM
c7b4380,Lori Bennett,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
c7b4380,Lori Bennett,MECHANICS OF SOLIDS,EGR,T,10:05:00 AM,11:20:00 AM
c7b4380,Lori Bennett,REAL ANALYSIS I,MATH,MW,4:55:00 PM,5:45:00 PM
c7b4380,Lori Bennett,REAL ANALYSIS I,MATH,T,3:05:00 PM,4:20:00 PM
c7b4380,Lori Bennett,REAL ANALYSIS I,MATH,TH,10:05:00 AM,11:20:00 AM
ae7e7ed,Lydia Alexander,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
ae7e7ed,Lydia Alexander,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,1:30:00 PM,3:30:00 PM
ae7e7ed,Lydia Alexander,INTERMEDIATE MECHANICS,PHYSICS,T,6:00:00 PM,8:00:00 PM
ae7e7ed,Lydia Alexander,ACADEMIC WRITING,WRITING,MW,1:25:00 PM,2:40:00 PM
ae7e7ed,Lydia Alexander,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
ae7e7ed,Lydia Alexander,MECHANICS OF SOLIDS,EGR,T,10:05:00 AM,11:20:00 AM
ae7e7ed,Lydia Alexander,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
ae7e7ed,Lydia Alexander,ADVANCED INTRO PROBABILITY,MATH,TH,8:30:00 AM,9:45:00 AM
6f282e5,Cathy Duke,CLINICAL PSYCH & MENTAL HEALTH,PSY,TTH,11:45:00 AM,1:00:00 PM
6f282e5,Cathy Duke,CLINICAL PSYCH & MENTAL HEALTH,PSY,W,1:40:00 PM,2:30:00 PM
6f282e5,Cathy Duke,ACADEMIC WRITING,WRITING,TTH,4:40:00 PM,5:55:00 PM
6f282e5,Cathy Duke,ADV SPANISH WRITING,SPANISH,TTH,10:05:00 AM,11:20:00 AM
6f282e5,Cathy Duke,INTRO TO POLITICAL PHILOSOPHY,POLSCI,T,1:25:00 PM,3:55:00 PM
d91731c,Alisha Kennedy,INTRODUCTORY MECHANICS,PHYSICS,WF,1:25:00 PM,2:40:00 PM
d91731c,Alisha Kennedy,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
d91731c,Alisha Kennedy,AIDS/EMERGING DISEASES,BIOLOGY,MWF,10:05:00 AM,11:20:00 AM
d91731c,Alisha Kennedy,AIDS/EMERGING DISEASES,BIOLOGY,TH,12:00:00 PM,2:30:00 PM
d91731c,Alisha Kennedy,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
d91731c,Alisha Kennedy,INTRODUCTORY MECHANICS,PHYSICS,M,1:30:00 PM,3:30:00 PM
d91731c,Alisha Kennedy,INTRODUCTORY MECHANICS,PHYSICS,T,3:45:00 PM,5:45:00 PM
d91731c,Alisha Kennedy,MECHANICS OF SOLIDS,EGR,T,1:25:00 PM,2:40:00 PM
1c4e87c,Billy Stevenson,ORGANIC CHEMISTRY II LAB,CHEM,TTH,11:45:00 AM,1:00:00 PM
1c4e87c,Billy Stevenson,ORGANIC CHEMISTRY II LAB,CHEM,F,10:20:00 AM,11:10:00 AM
1c4e87c,Billy Stevenson,PHYSICAL CHEMISTRY II,CHEM,TH,1:25:00 PM,4:25:00 PM
1c4e87c,Billy Stevenson,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
1c4e87c,Billy Stevenson,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,1:30:00 PM,3:30:00 PM
1c4e87c,Billy Stevenson,INTERMEDIATE MECHANICS,PHYSICS,T,3:45:00 PM,5:45:00 PM
1c4e87c,Billy Stevenson,ENGINEERING INNOVATION,EGR,MF,1:25:00 PM,2:40:00 PM
1c4e87c,Billy Stevenson,ENGINEERING INNOVATION,EGR,W,1:25:00 PM,2:40:00 PM
1c4e87c,Billy Stevenson,ADV TOPICS IN DEEP LEARNING,ECE,MW,3:05:00 PM,4:20:00 PM
1c4e87c,Billy Stevenson,INTRO TO SIGNALS AND SYSTEMS,ECE,TH,8:30:00 AM,11:20:00 AM
83ea2ac,Wesley Marks,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
83ea2ac,Wesley Marks,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,6:00:00 PM,8:00:00 PM
83ea2ac,Wesley Marks,INTERMEDIATE MECHANICS,PHYSICS,W,6:00:00 PM,8:00:00 PM
83ea2ac,Wesley Marks,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
83ea2ac,Wesley Marks,INTERMEDIATE MICROECONOMICS I,ECON,TTH,8:30:00 AM,9:45:00 AM
83ea2ac,Wesley Marks,MATRICES AND VECTORS,MATH,MWF,10:20:00 AM,11:10:00 AM
83ea2ac,Wesley Marks,JESUS IN FILM,RELIGION,MW,3:05:00 PM,4:20:00 PM
83ea2ac,Wesley Marks,MECHANICS OF SOLIDS,EGR,T,1:25:00 PM,2:40:00 PM
f885802,Dennis Mendez,CLINICAL PSYCH & MENTAL HEALTH,PSY,TTH,11:45:00 AM,1:00:00 PM
f885802,Dennis Mendez,CLINICAL PSYCH & MENTAL HEALTH,PSY,W,3:20:00 PM,4:10:00 PM
f885802,Dennis Mendez,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
f885802,Dennis Mendez,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,3:45:00 PM,5:45:00 PM
f885802,Dennis Mendez,INTERMEDIATE MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
f885802,Dennis Mendez,ENGINEERING INNOVATION,EGR,MF,1:25:00 PM,2:40:00 PM
f885802,Dennis Mendez,ENGINEERING INNOVATION,EGR,W,1:25:00 PM,2:40:00 PM
f885802,Dennis Mendez,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
f885802,Dennis Mendez,ADVANCED INTRO PROBABILITY,MATH,TH,1:25:00 PM,2:40:00 PM
8f71710,Curtis Fowler,AIDS/EMERGING DISEASES,BIOLOGY,MWF,10:05:00 AM,11:20:00 AM
8f71710,Curtis Fowler,AIDS/EMERGING DISEASES,BIOLOGY,T,12:00:00 PM,2:30:00 PM
8f71710,Curtis Fowler,DATABASE SYSTEMS,COMPSCI,MW,3:05:00 PM,4:20:00 PM
8f71710,Curtis Fowler,DATABASE SYSTEMS,COMPSCI,TH,1:25:00 PM,2:40:00 PM
8f71710,Curtis Fowler,ECONOMIC PRINCIPLES,ECON,MWF,1:25:00 PM,2:40:00 PM
8f71710,Curtis Fowler,ECONOMIC PRINCIPLES,ECON,TH,4:55:00 PM,5:45:00 PM
8f71710,Curtis Fowler,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
eb2906d,Tammy Martin,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
eb2906d,Tammy Martin,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,1:30:00 PM,3:30:00 PM
eb2906d,Tammy Martin,INTERMEDIATE MECHANICS,PHYSICS,T,3:45:00 PM,5:45:00 PM
eb2906d,Tammy Martin,DESIGN TO DELIVER,EGR,,,
eb2906d,Tammy Martin,AIDS/EMERGING DISEASES,BIOLOGY,MWF,10:05:00 AM,11:20:00 AM
eb2906d,Tammy Martin,AIDS/EMERGING DISEASES,BIOLOGY,M,12:00:00 PM,2:30:00 PM
eb2906d,Tammy Martin,DATABASE SYSTEMS,COMPSCI,MW,3:05:00 PM,4:20:00 PM
eb2906d,Tammy Martin,DATABASE SYSTEMS,COMPSCI,TH,11:45:00 AM,1:00:00 PM
eb2906d,Tammy Martin,ADVANCED INTRO PROBABILITY,MATH,MWF,8:45:00 AM,9:35:00 AM
eb2906d,Tammy Martin,ADVANCED INTRO PROBABILITY,MATH,TH,1:25:00 PM,2:40:00 PM
eb2906d,Tammy Martin,BASS CONNECTION HEALTH POLICY,HLTHPOL,,,
bba1a5c,Isaac Townsend,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
bba1a5c,Isaac Townsend,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
bba1a5c,Isaac Townsend,INTERMEDIATE MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
bba1a5c,Isaac Townsend,ACADEMIC WRITING,WRITING,WF,3:05:00 PM,4:20:00 PM
bba1a5c,Isaac Townsend,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
bba1a5c,Isaac Townsend,MECHANICS OF SOLIDS,EGR,T,8:30:00 AM,9:45:00 AM
bba1a5c,Isaac Townsend,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
bba1a5c,Isaac Townsend,ADVANCED INTRO PROBABILITY,MATH,TH,11:45:00 AM,1:00:00 PM
bba1a5c,Isaac Townsend,WHAT NOW?,ETHICS,W,4:40:00 PM,5:55:00 PM
bdfa5cc,Raymond Green,FIRST-YEAR GERMAN I,GERMAN,MWF,1:25:00 PM,2:40:00 PM
bdfa5cc,Raymond Green,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
bdfa5cc,Raymond Green,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,6:00:00 PM,8:00:00 PM
bdfa5cc,Raymond Green,INTERMEDIATE MECHANICS,PHYSICS,T,6:00:00 PM,8:00:00 PM
bdfa5cc,Raymond Green,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
bdfa5cc,Raymond Green,MECHANICS OF SOLIDS,EGR,T,8:30:00 AM,9:45:00 AM
bdfa5cc,Raymond Green,REAL ANALYSIS I,MATH,MW,3:20:00 PM,4:10:00 PM
bdfa5cc,Raymond Green,REAL ANALYSIS I,MATH,T,1:25:00 PM,2:40:00 PM
bdfa5cc,Raymond Green,REAL ANALYSIS I,MATH,TH,1:25:00 PM,2:40:00 PM
03c2e43,Isabel Montgomery,ACADEMIC WRITING,WRITING,TTH,1:25:00 PM,2:40:00 PM
03c2e43,Isabel Montgomery,COMPUTING FOR ENGINEERS,EGR,TTH,10:05:00 AM,11:20:00 AM
03c2e43,Isabel Montgomery,COMPUTING FOR ENGINEERS,EGR,F,4:40:00 PM,5:55:00 PM
03c2e43,Isabel Montgomery,LAB CALC/FUNCTIONS II,MATH,TTH,8:30:00 AM,9:45:00 AM
03c2e43,Isabel Montgomery,MATRICES AND VECTORS,MATH,MWF,10:20:00 AM,11:10:00 AM
03c2e43,Isabel Montgomery,CONSTRUCTAL THEORY AND DESIGN,ME,MW,11:45:00 AM,1:00:00 PM
03c2e43,Isabel Montgomery,ADV TOPICS IN DEEP LEARNING,ECE,MW,3:05:00 PM,4:20:00 PM
03c2e43,Isabel Montgomery,INTRO TO SIGNALS AND SYSTEMS,ECE,W,4:40:00 PM,7:30:00 PM
032cb4b,Miguel Carr,FIRST-YEAR SEMINAR (TOP),GERMAN,WF,11:45:00 AM,1:00:00 PM
032cb4b,Miguel Carr,ORGANIC CHEMISTRY II LAB,CHEM,TTH,10:05:00 AM,11:20:00 AM
032cb4b,Miguel Carr,ORGANIC CHEMISTRY II LAB,CHEM,W,4:55:00 PM,5:45:00 PM
032cb4b,Miguel Carr,PHYSICAL CHEMISTRY II,CHEM,W,1:25:00 PM,4:25:00 PM
032cb4b,Miguel Carr,AIDS/EMERGING DISEASES,BIOLOGY,MWF,10:05:00 AM,11:20:00 AM
032cb4b,Miguel Carr,AIDS/EMERGING DISEASES,BIOLOGY,M,12:00:00 PM,2:30:00 PM
032cb4b,Miguel Carr,PROBABILITY,STA,TTH,11:45:00 AM,1:00:00 PM
032cb4b,Miguel Carr,PROBABILITY,STA,M,3:05:00 PM,4:20:00 PM
55bd99b,Elizabeth Johnson,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
55bd99b,Elizabeth Johnson,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,3:45:00 PM,5:45:00 PM
55bd99b,Elizabeth Johnson,INTERMEDIATE MECHANICS,PHYSICS,T,6:00:00 PM,8:00:00 PM
55bd99b,Elizabeth Johnson,ENGR DESIGN & COMMUNICATION,EGR,T,10:05:00 AM,12:45:00 PM
55bd99b,Elizabeth Johnson,ENGR DESIGN & COMMUNICATION,EGR,TH,10:05:00 AM,12:45:00 PM
55bd99b,Elizabeth Johnson,AIDS/EMERGING DISEASES,BIOLOGY,MWF,10:05:00 AM,11:20:00 AM
55bd99b,Elizabeth Johnson,MATRICES AND VECTORS,MATH,WF,8:30:00 AM,9:45:00 AM
55bd99b,Elizabeth Johnson,AIDS/EMERGING DISEASES,BIOLOGY,W,3:20:00 PM,5:50:00 PM
aa2f730,Gabriel Mckinney,CHAMBER MUSIC,MUSIC,TTH,7:30:00 PM,9:30:00 PM
aa2f730,Gabriel Mckinney,ORGANIC CHEMISTRY II,CHEM,TTH,11:45:00 AM,1:00:00 PM
aa2f730,Gabriel Mckinney,ORGANIC CHEMISTRY II,CHEM,M,1:40:00 PM,2:30:00 PM
aa2f730,Gabriel Mckinney,ORGANIC CHEMISTRY LAB,CHEM,TH,1:25:00 PM,4:25:00 PM
aa2f730,Gabriel Mckinney,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
aa2f730,Gabriel Mckinney,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,3:45:00 PM,5:45:00 PM
aa2f730,Gabriel Mckinney,INTERMEDIATE MECHANICS,PHYSICS,W,3:45:00 PM,5:45:00 PM
aa2f730,Gabriel Mckinney,ACADEMIC WRITING,WRITING,WF,8:30:00 AM,9:45:00 AM
aa2f730,Gabriel Mckinney,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
8ba08a5,Trevor Griffin,CLINICAL PSYCH & MENTAL HEALTH,PSY,TTH,11:45:00 AM,1:00:00 PM
8ba08a5,Trevor Griffin,CLINICAL PSYCH & MENTAL HEALTH,PSY,T,6:30:00 PM,7:20:00 PM
8ba08a5,Trevor Griffin,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
8ba08a5,Trevor Griffin,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
8ba08a5,Trevor Griffin,INTERMEDIATE MECHANICS,PHYSICS,T,3:45:00 PM,5:45:00 PM
8ba08a5,Trevor Griffin,ACADEMIC WRITING,WRITING,TTH,1:25:00 PM,2:40:00 PM
8ba08a5,Trevor Griffin,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
8ba08a5,Trevor Griffin,MECHANICS OF SOLIDS,EGR,T,10:05:00 AM,11:20:00 AM
8ba08a5,Trevor Griffin,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
8ba08a5,Trevor Griffin,ADVANCED INTRO PROBABILITY,MATH,TH,4:40:00 PM,5:55:00 PM
8ba08a5,Trevor Griffin,WHAT NOW?,ETHICS,W,4:40:00 PM,5:55:00 PM
2492b4c,Martha Burns,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
2492b4c,Martha Burns,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
2492b4c,Martha Burns,INTERMEDIATE MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
2492b4c,Martha Burns,ACADEMIC WRITING,WRITING,TTH,11:45:00 AM,1:00:00 PM
2492b4c,Martha Burns,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
2492b4c,Martha Burns,INTRO TO SIGNALS AND SYSTEMS,ECE,W,1:25:00 PM,4:15:00 PM
2492b4c,Martha Burns,ADV TOPICS IN DEEP LEARNING,ECE,MW,11:45:00 AM,1:00:00 PM
cd48794,Douglas Rojas,ORGANIC CHEMISTRY II LAB,CHEM,TTH,11:45:00 AM,1:00:00 PM
cd48794,Douglas Rojas,ORGANIC CHEMISTRY II LAB,CHEM,F,1:40:00 PM,2:30:00 PM
cd48794,Douglas Rojas,PHYSICAL CHEMISTRY II,CHEM,T,1:25:00 PM,4:25:00 PM
cd48794,Douglas Rojas,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
cd48794,Douglas Rojas,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,6:00:00 PM,8:00:00 PM
cd48794,Douglas Rojas,INTERMEDIATE MECHANICS,PHYSICS,T,6:00:00 PM,8:00:00 PM
cd48794,Douglas Rojas,ENGINEERING INNOVATION,EGR,MF,3:05:00 PM,4:20:00 PM
cd48794,Douglas Rojas,ENGINEERING INNOVATION,EGR,W,3:05:00 PM,4:20:00 PM
cd48794,Douglas Rojas,AIDS/EMERGING DISEASES,BIOLOGY,MWF,10:05:00 AM,11:20:00 AM
cd48794,Douglas Rojas,AIDS/EMERGING DISEASES,BIOLOGY,TH,3:20:00 PM,5:50:00 PM
0577115,Diane Clayton,CLARINET,MUSIC,,,
0577115,Diane Clayton,CHAMBER MUSIC,MUSIC,TTH,7:30:00 PM,9:30:00 PM
0577115,Diane Clayton,ORGANIC CHEMISTRY II LAB,CHEM,TTH,11:45:00 AM,1:00:00 PM
0577115,Diane Clayton,ORGANIC CHEMISTRY II LAB,CHEM,F,8:45:00 AM,9:35:00 AM
0577115,Diane Clayton,PHYSICAL CHEMISTRY II,CHEM,T,1:25:00 PM,4:25:00 PM
0577115,Diane Clayton,DATABASE SYSTEMS,COMPSCI,MW,1:25:00 PM,2:40:00 PM
0577115,Diane Clayton,DATABASE SYSTEMS,COMPSCI,TH,10:05:00 AM,11:20:00 AM
0577115,Diane Clayton,INTRO TO DATA SCIENCE,STA,WF,10:05:00 AM,11:20:00 AM
0577115,Diane Clayton,ADV TOPICS IN DEEP LEARNING,ECE,MW,3:05:00 PM,4:20:00 PM
0577115,Diane Clayton,INTRO TO SIGNALS AND SYSTEMS,ECE,W,4:40:00 PM,7:30:00 PM
59e6a56,Joan Hayes,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
59e6a56,Joan Hayes,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
59e6a56,Joan Hayes,INTERMEDIATE MECHANICS,PHYSICS,W,1:30:00 PM,3:30:00 PM
59e6a56,Joan Hayes,ACADEMIC WRITING,WRITING,TTH,4:40:00 PM,5:55:00 PM
59e6a56,Joan Hayes,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
59e6a56,Joan Hayes,PRACTICAL METHODS IN CE,CEE,MWF,10:20:00 AM,11:10:00 AM
59e6a56,Joan Hayes,PRACTICAL METHODS IN CE,CEE,W,8:30:00 AM,9:45:00 AM
59e6a56,Joan Hayes,WHAT NOW?,ETHICS,W,4:40:00 PM,5:55:00 PM
00a233a,Julia Richards,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
00a233a,Julia Richards,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
00a233a,Julia Richards,INTERMEDIATE MECHANICS,PHYSICS,W,1:30:00 PM,3:30:00 PM
00a233a,Julia Richards,ACADEMIC WRITING,WRITING,TTH,10:05:00 AM,11:20:00 AM
00a233a,Julia Richards,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
00a233a,Julia Richards,MECHANICS OF SOLIDS,EGR,T,8:30:00 AM,9:45:00 AM
00a233a,Julia Richards,RESEARCH PROJECTS IN EGR,EGR,,,
00a233a,Julia Richards,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
00a233a,Julia Richards,ADVANCED INTRO PROBABILITY,MATH,TH,1:25:00 PM,2:40:00 PM
0f16a4a,Chris Scott,ECONOMIC PRINCIPLES,ECON,MWF,1:25:00 PM,2:40:00 PM
0f16a4a,Chris Scott,ECONOMIC PRINCIPLES,ECON,TH,10:20:00 AM,11:10:00 AM
0f16a4a,Chris Scott,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
0f16a4a,Chris Scott,ADVANCED INTRO PROBABILITY,MATH,TH,11:45:00 AM,1:00:00 PM
0f16a4a,Chris Scott,ADV TOPICS IN DEEP LEARNING,ECE,MW,3:05:00 PM,4:20:00 PM
0f16a4a,Chris Scott,COMPUTER ARCHITECTURE,COMPSCI,TTH,1:25:00 PM,2:40:00 PM
0f16a4a,Chris Scott,COMPUTER ARCHITECTURE,COMPSCI,F,11:45:00 AM,1:00:00 PM
0f16a4a,Chris Scott,INTRO TO SIGNALS AND SYSTEMS,ECE,T,3:05:00 PM,5:55:00 PM
efb5bcb,Meghan Rose,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
efb5bcb,Meghan Rose,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
efb5bcb,Meghan Rose,INTERMEDIATE MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
efb5bcb,Meghan Rose,ACADEMIC WRITING,WRITING,WF,1:25:00 PM,2:40:00 PM
efb5bcb,Meghan Rose,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
efb5bcb,Meghan Rose,MECHANICS OF SOLIDS,EGR,T,10:05:00 AM,11:20:00 AM
efb5bcb,Meghan Rose,ADV INTERMEDIATE SPANISH,SPANISH,MTTH,12:00:00 PM,1:00:00 PM
efb5bcb,Meghan Rose,WHAT NOW?,ETHICS,TH,4:40:00 PM,5:55:00 PM
efb5bcb,Meghan Rose,HOUSE COURSE (SP TOP),HOUSECS,T,7:00:00 PM,8:30:00 PM
d3fc2b7,Wendy Barr,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
d3fc2b7,Wendy Barr,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,3:45:00 PM,5:45:00 PM
d3fc2b7,Wendy Barr,INTERMEDIATE MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
d3fc2b7,Wendy Barr,ENGINEERING INNOVATION,EGR,MF,3:05:00 PM,4:20:00 PM
d3fc2b7,Wendy Barr,ENGINEERING INNOVATION,EGR,W,3:05:00 PM,4:20:00 PM
d3fc2b7,Wendy Barr,REAL ANALYSIS I,MATH,MW,1:40:00 PM,2:30:00 PM
d3fc2b7,Wendy Barr,REAL ANALYSIS I,MATH,T,11:45:00 AM,1:00:00 PM
d3fc2b7,Wendy Barr,REAL ANALYSIS I,MATH,TH,10:05:00 AM,11:20:00 AM
d3fc2b7,Wendy Barr,PRACTICAL METHODS IN CE,CEE,MWF,10:20:00 AM,11:10:00 AM
d3fc2b7,Wendy Barr,PRACTICAL METHODS IN CE,CEE,W,8:30:00 AM,9:45:00 AM
25b48e0,Bethany Mckay,ORGANIC CHEMISTRY II,CHEM,MW,8:30:00 AM,9:45:00 AM
25b48e0,Bethany Mckay,ORGANIC CHEMISTRY II,CHEM,F,8:45:00 AM,9:35:00 AM
25b48e0,Bethany Mckay,ORGANIC CHEMISTRY LAB,CHEM,TH,1:25:00 PM,4:25:00 PM
25b48e0,Bethany Mckay,INTRODUCTORY MECHANICS,PHYSICS,WF,1:25:00 PM,2:40:00 PM
25b48e0,Bethany Mckay,INTRODUCTORY MECHANICS,PHYSICS,M,3:45:00 PM,5:45:00 PM
25b48e0,Bethany Mckay,ENGINEERING INNOVATION,EGR,MF,10:05:00 AM,11:20:00 AM
25b48e0,Bethany Mckay,ENGINEERING INNOVATION,EGR,W,10:05:00 AM,11:20:00 AM
25b48e0,Bethany Mckay,INTRODUCTORY MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
25b48e0,Bethany Mckay,MATRICES AND VECTORS,MATH,TTH,8:30:00 AM,9:45:00 AM
4ef8c19,Craig Mendoza,DATA STRUCTURES AND ALGORITHMS,COMPSCI,T,4:40:00 PM,5:55:00 PM
4ef8c19,Craig Mendoza,FINANCIAL ACCOUNTING,ECON,MWF,11:45:00 AM,1:00:00 PM
4ef8c19,Craig Mendoza,FINANCIAL ACCOUNTING,ECON,TH,3:20:00 PM,4:10:00 PM
4ef8c19,Craig Mendoza,MATRICES AND VECTORS,MATH,MWF,10:20:00 AM,11:10:00 AM
4ef8c19,Craig Mendoza,ADV TOPICS IN DEEP LEARNING,ECE,TTH,11:45:00 AM,1:00:00 PM
4ef8c19,Craig Mendoza,FUND OF ELEC AND COMP ENGR,ECE,TTH,1:25:00 PM,2:40:00 PM
4ef8c19,Craig Mendoza,FUND OF ELEC AND COMP ENGR,ECE,F,1:25:00 PM,2:40:00 PM
4ef8c19,Craig Mendoza,INTRO TO SIGNALS AND SYSTEMS,ECE,W,1:25:00 PM,4:15:00 PM
f80be5b,Catherine Lucas,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
f80be5b,Catherine Lucas,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,3:45:00 PM,5:45:00 PM
f80be5b,Catherine Lucas,INTERMEDIATE MECHANICS,PHYSICS,T,6:00:00 PM,8:00:00 PM
f80be5b,Catherine Lucas,AIDS/EMERGING DISEASES,BIOLOGY,MWF,10:05:00 AM,11:20:00 AM
f80be5b,Catherine Lucas,AIDS/EMERGING DISEASES,BIOLOGY,W,3:20:00 PM,5:50:00 PM
f80be5b,Catherine Lucas,MATRICES AND VECTORS,MATH,TTH,1:25:00 PM,2:40:00 PM
f80be5b,Catherine Lucas,ADV TOPICS IN DEEP LEARNING,ECE,TTH,11:45:00 AM,1:00:00 PM
f80be5b,Catherine Lucas,INTRO TO SIGNALS AND SYSTEMS,ECE,TH,8:30:00 AM,11:20:00 AM
d853ff3,Darren Jacobs,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
d853ff3,Darren Jacobs,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,3:45:00 PM,5:45:00 PM
d853ff3,Darren Jacobs,INTERMEDIATE MECHANICS,PHYSICS,W,1:30:00 PM,3:30:00 PM
d853ff3,Darren Jacobs,ACADEMIC WRITING,WRITING,TTH,10:05:00 AM,11:20:00 AM
d853ff3,Darren Jacobs,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
d853ff3,Darren Jacobs,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
d853ff3,Darren Jacobs,ADVANCED INTRO PROBABILITY,MATH,TH,4:40:00 PM,5:55:00 PM
